load_0,load_1,load_2,load_3,load_4,load_5,load_6,load_7,load_8,load_9,load_10,load_11,load_12,load_13,load_14,load_15,load_16,load_17,load_18,load_19,timestamp
201.3,201.3,201.3,201.3,201.3,201.3,201.3,201.3,201.3,201.3,201.3,201.3,201.3,201.3,201.3,201.3,201.3,201.3,201.3,201.3,2023-04-10 02:00:00
195.35,195.35,195.35,195.35,195.35,195.35,195.35,195.35,195.35,195.35,195.35,195.35,195.35,195.35,195.35,195.35,195.35,195.35,195.35,195.35,2023-04-10 03:00:00
191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,2023-04-10 04:00:00
199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,2023-04-10 05:00:00
220.55,220.55,220.55,220.55,220.55,220.55,220.55,220.55,220.55,220.55,220.55,220.55,220.55,220.55,220.55,220.55,220.55,220.55,220.55,220.55,2023-04-10 06:00:00
248.25,248.25,248.25,248.25,248.25,248.25,248.25,248.25,248.25,248.25,248.25,248.25,248.25,248.25,248.25,248.25,248.25,248.25,248.25,248.25,2023-04-10 07:00:00
280.55,280.55,280.55,280.55,280.55,280.55,280.55,280.55,280.55,280.55,280.55,280.55,280.55,280.55,280.55,280.55,280.55,280.55,280.55,280.55,2023-04-10 08:00:00
299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,299.65,2023-04-10 09:00:00
303.35,303.35,303.35,303.35,303.35,303.35,303.35,303.35,303.35,303.35,303.35,303.35,303.35,303.35,303.35,303.35,303.35,303.35,303.35,303.35,2023-04-10 10:00:00
307.6,307.6,307.6,307.6,307.6,307.6,307.6,307.6,307.6,307.6,307.6,307.6,307.6,307.6,307.6,307.6,307.6,307.6,307.6,307.6,2023-04-10 11:00:00
310.9,310.9,310.9,310.9,310.9,310.9,310.9,310.9,310.9,310.9,310.9,310.9,310.9,310.9,310.9,310.9,310.9,310.9,310.9,310.9,2023-04-10 12:00:00
307.7,307.7,307.7,307.7,307.7,307.7,307.7,307.7,307.7,307.7,307.7,307.7,307.7,307.7,307.7,307.7,307.7,307.7,307.7,307.7,2023-04-10 13:00:00
295.05,295.05,295.05,295.05,295.05,295.05,295.05,295.05,295.05,295.05,295.05,295.05,295.05,295.05,295.05,295.05,295.05,295.05,295.05,295.05,2023-04-10 14:00:00
289.6,289.6,289.6,289.6,289.6,289.6,289.6,289.6,289.6,289.6,289.6,289.6,289.6,289.6,289.6,289.6,289.6,289.6,289.6,289.6,2023-04-10 15:00:00
281.3,281.3,281.3,281.3,281.3,281.3,281.3,281.3,281.3,281.3,281.3,281.3,281.3,281.3,281.3,281.3,281.3,281.3,281.3,281.3,2023-04-10 16:00:00
279.1,279.1,279.1,279.1,279.1,279.1,279.1,279.1,279.1,279.1,279.1,279.1,279.1,279.1,279.1,279.1,279.1,279.1,279.1,279.1,2023-04-10 17:00:00
285.65,285.65,285.65,285.65,285.65,285.65,285.65,285.65,285.65,285.65,285.65,285.65,285.65,285.65,285.65,285.65,285.65,285.65,285.65,285.65,2023-04-10 18:00:00
294.7,294.7,294.7,294.7,294.7,294.7,294.7,294.7,294.7,294.7,294.7,294.7,294.7,294.7,294.7,294.7,294.7,294.7,294.7,294.7,2023-04-10 19:00:00
316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,2023-04-10 20:00:00
310.2,310.2,310.2,310.2,310.2,310.2,310.2,310.2,310.2,310.2,310.2,310.2,310.2,310.2,310.2,310.2,310.2,310.2,310.2,310.2,2023-04-10 21:00:00
279.95,279.95,279.95,279.95,279.95,279.95,279.95,279.95,279.95,279.95,279.95,279.95,279.95,279.95,279.95,279.95,279.95,279.95,279.95,279.95,2023-04-10 22:00:00
256.3,256.3,256.3,256.3,256.3,256.3,256.3,256.3,256.3,256.3,256.3,256.3,256.3,256.3,256.3,256.3,256.3,256.3,256.3,256.3,2023-04-10 23:00:00
231.2,231.2,231.2,231.2,231.2,231.2,231.2,231.2,231.2,231.2,231.2,231.2,231.2,231.2,231.2,231.2,231.2,231.2,231.2,231.2,2023-04-11 00:00:00
210.95,210.95,210.95,210.95,210.95,210.95,210.95,210.95,210.95,210.95,210.95,210.95,210.95,210.95,210.95,210.95,210.95,210.95,210.95,210.95,2023-04-11 01:00:00
204.15,204.15,204.15,204.15,204.15,204.15,204.15,204.15,204.15,204.15,204.15,204.15,204.15,204.15,204.15,204.15,204.15,204.15,204.15,204.15,2023-04-11 02:00:00
198.55,198.55,198.55,198.55,198.55,198.55,198.55,198.55,198.55,198.55,198.55,198.55,198.55,198.55,198.55,198.55,198.55,198.55,198.55,198.55,2023-04-11 03:00:00
196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,196.1,2023-04-11 04:00:00
200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,2023-04-11 05:00:00
216.05,216.05,216.05,216.05,216.05,216.05,216.05,216.05,216.05,216.05,216.05,216.05,216.05,216.05,216.05,216.05,216.05,216.05,216.05,216.05,2023-04-11 06:00:00
239.45,239.45,239.45,239.45,239.45,239.45,239.45,239.45,239.45,239.45,239.45,239.45,239.45,239.45,239.45,239.45,239.45,239.45,239.45,239.45,2023-04-11 07:00:00
264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,2023-04-11 08:00:00
273.4,273.4,273.4,273.4,273.4,273.4,273.4,273.4,273.4,273.4,273.4,273.4,273.4,273.4,273.4,273.4,273.4,273.4,273.4,273.4,2023-04-11 09:00:00
276.2,276.2,276.2,276.2,276.2,276.2,276.2,276.2,276.2,276.2,276.2,276.2,276.2,276.2,276.2,276.2,276.2,276.2,276.2,276.2,2023-04-11 10:00:00
274.25,274.25,274.25,274.25,274.25,274.25,274.25,274.25,274.25,274.25,274.25,274.25,274.25,274.25,274.25,274.25,274.25,274.25,274.25,274.25,2023-04-11 11:00:00
271.85,271.85,271.85,271.85,271.85,271.85,271.85,271.85,271.85,271.85,271.85,271.85,271.85,271.85,271.85,271.85,271.85,271.85,271.85,271.85,2023-04-11 12:00:00
271.6,271.6,271.6,271.6,271.6,271.6,271.6,271.6,271.6,271.6,271.6,271.6,271.6,271.6,271.6,271.6,271.6,271.6,271.6,271.6,2023-04-11 13:00:00
259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,259.2,2023-04-11 14:00:00
257.35,257.35,257.35,257.35,257.35,257.35,257.35,257.35,257.35,257.35,257.35,257.35,257.35,257.35,257.35,257.35,257.35,257.35,257.35,257.35,2023-04-11 15:00:00
250.35,250.35,250.35,250.35,250.35,250.35,250.35,250.35,250.35,250.35,250.35,250.35,250.35,250.35,250.35,250.35,250.35,250.35,250.35,250.35,2023-04-11 16:00:00
248.3,248.3,248.3,248.3,248.3,248.3,248.3,248.3,248.3,248.3,248.3,248.3,248.3,248.3,248.3,248.3,248.3,248.3,248.3,248.3,2023-04-11 17:00:00
256.25,256.25,256.25,256.25,256.25,256.25,256.25,256.25,256.25,256.25,256.25,256.25,256.25,256.25,256.25,256.25,256.25,256.25,256.25,256.25,2023-04-11 18:00:00
272.7,272.7,272.7,272.7,272.7,272.7,272.7,272.7,272.7,272.7,272.7,272.7,272.7,272.7,272.7,272.7,272.7,272.7,272.7,272.7,2023-04-11 19:00:00
302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,302.5,2023-04-11 20:00:00
301.3,301.3,301.3,301.3,301.3,301.3,301.3,301.3,301.3,301.3,301.3,301.3,301.3,301.3,301.3,301.3,301.3,301.3,301.3,301.3,2023-04-11 21:00:00
280.55,280.55,280.55,280.55,280.55,280.55,280.55,280.55,280.55,280.55,280.55,280.55,280.55,280.55,280.55,280.55,280.55,280.55,280.55,280.55,2023-04-11 22:00:00
254.5,254.5,254.5,254.5,254.5,254.5,254.5,254.5,254.5,254.5,254.5,254.5,254.5,254.5,254.5,254.5,254.5,254.5,254.5,254.5,2023-04-11 23:00:00
230.3,230.3,230.3,230.3,230.3,230.3,230.3,230.3,230.3,230.3,230.3,230.3,230.3,230.3,230.3,230.3,230.3,230.3,230.3,230.3,2023-04-12 00:00:00
210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,2023-04-12 01:00:00
204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,2023-04-12 02:00:00
199.25,199.25,199.25,199.25,199.25,199.25,199.25,199.25,199.25,199.25,199.25,199.25,199.25,199.25,199.25,199.25,199.25,199.25,199.25,199.25,2023-04-12 03:00:00
197.75,197.75,197.75,197.75,197.75,197.75,197.75,197.75,197.75,197.75,197.75,197.75,197.75,197.75,197.75,197.75,197.75,197.75,197.75,197.75,2023-04-12 04:00:00
202.35,202.35,202.35,202.35,202.35,202.35,202.35,202.35,202.35,202.35,202.35,202.35,202.35,202.35,202.35,202.35,202.35,202.35,202.35,202.35,2023-04-12 05:00:00
219.95,219.95,219.95,219.95,219.95,219.95,219.95,219.95,219.95,219.95,219.95,219.95,219.95,219.95,219.95,219.95,219.95,219.95,219.95,219.95,2023-04-12 06:00:00
246.4,246.4,246.4,246.4,246.4,246.4,246.4,246.4,246.4,246.4,246.4,246.4,246.4,246.4,246.4,246.4,246.4,246.4,246.4,246.4,2023-04-12 07:00:00
269.95,269.95,269.95,269.95,269.95,269.95,269.95,269.95,269.95,269.95,269.95,269.95,269.95,269.95,269.95,269.95,269.95,269.95,269.95,269.95,2023-04-12 08:00:00
282.8,282.8,282.8,282.8,282.8,282.8,282.8,282.8,282.8,282.8,282.8,282.8,282.8,282.8,282.8,282.8,282.8,282.8,282.8,282.8,2023-04-12 09:00:00
281.1,281.1,281.1,281.1,281.1,281.1,281.1,281.1,281.1,281.1,281.1,281.1,281.1,281.1,281.1,281.1,281.1,281.1,281.1,281.1,2023-04-12 10:00:00
285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,2023-04-12 11:00:00
283.05,283.05,283.05,283.05,283.05,283.05,283.05,283.05,283.05,283.05,283.05,283.05,283.05,283.05,283.05,283.05,283.05,283.05,283.05,283.05,2023-04-12 12:00:00
280.4,280.4,280.4,280.4,280.4,280.4,280.4,280.4,280.4,280.4,280.4,280.4,280.4,280.4,280.4,280.4,280.4,280.4,280.4,280.4,2023-04-12 13:00:00
269.2,269.2,269.2,269.2,269.2,269.2,269.2,269.2,269.2,269.2,269.2,269.2,269.2,269.2,269.2,269.2,269.2,269.2,269.2,269.2,2023-04-12 14:00:00
263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,2023-04-12 15:00:00
252.9,252.9,252.9,252.9,252.9,252.9,252.9,252.9,252.9,252.9,252.9,252.9,252.9,252.9,252.9,252.9,252.9,252.9,252.9,252.9,2023-04-12 16:00:00
247.15,247.15,247.15,247.15,247.15,247.15,247.15,247.15,247.15,247.15,247.15,247.15,247.15,247.15,247.15,247.15,247.15,247.15,247.15,247.15,2023-04-12 17:00:00
248.85,248.85,248.85,248.85,248.85,248.85,248.85,248.85,248.85,248.85,248.85,248.85,248.85,248.85,248.85,248.85,248.85,248.85,248.85,248.85,2023-04-12 18:00:00
260.15,260.15,260.15,260.15,260.15,260.15,260.15,260.15,260.15,260.15,260.15,260.15,260.15,260.15,260.15,260.15,260.15,260.15,260.15,260.15,2023-04-12 19:00:00
289.25,289.25,289.25,289.25,289.25,289.25,289.25,289.25,289.25,289.25,289.25,289.25,289.25,289.25,289.25,289.25,289.25,289.25,289.25,289.25,2023-04-12 20:00:00
294.4,294.4,294.4,294.4,294.4,294.4,294.4,294.4,294.4,294.4,294.4,294.4,294.4,294.4,294.4,294.4,294.4,294.4,294.4,294.4,2023-04-12 21:00:00
273.2,273.2,273.2,273.2,273.2,273.2,273.2,273.2,273.2,273.2,273.2,273.2,273.2,273.2,273.2,273.2,273.2,273.2,273.2,273.2,2023-04-12 22:00:00
248.9,248.9,248.9,248.9,248.9,248.9,248.9,248.9,248.9,248.9,248.9,248.9,248.9,248.9,248.9,248.9,248.9,248.9,248.9,248.9,2023-04-12 23:00:00
222.55,222.55,222.55,222.55,222.55,222.55,222.55,222.55,222.55,222.55,222.55,222.55,222.55,222.55,222.55,222.55,222.55,222.55,222.55,222.55,2023-04-13 00:00:00
206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,2023-04-13 01:00:00
197.95,197.95,197.95,197.95,197.95,197.95,197.95,197.95,197.95,197.95,197.95,197.95,197.95,197.95,197.95,197.95,197.95,197.95,197.95,197.95,2023-04-13 02:00:00
192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,2023-04-13 03:00:00
191.2,191.2,191.2,191.2,191.2,191.2,191.2,191.2,191.2,191.2,191.2,191.2,191.2,191.2,191.2,191.2,191.2,191.2,191.2,191.2,2023-04-13 04:00:00
197.6,197.6,197.6,197.6,197.6,197.6,197.6,197.6,197.6,197.6,197.6,197.6,197.6,197.6,197.6,197.6,197.6,197.6,197.6,197.6,2023-04-13 05:00:00
213.45,213.45,213.45,213.45,213.45,213.45,213.45,213.45,213.45,213.45,213.45,213.45,213.45,213.45,213.45,213.45,213.45,213.45,213.45,213.45,2023-04-13 06:00:00
232.05,232.05,232.05,232.05,232.05,232.05,232.05,232.05,232.05,232.05,232.05,232.05,232.05,232.05,232.05,232.05,232.05,232.05,232.05,232.05,2023-04-13 07:00:00
245.55,245.55,245.55,245.55,245.55,245.55,245.55,245.55,245.55,245.55,245.55,245.55,245.55,245.55,245.55,245.55,245.55,245.55,245.55,245.55,2023-04-13 08:00:00
248.15,248.15,248.15,248.15,248.15,248.15,248.15,248.15,248.15,248.15,248.15,248.15,248.15,248.15,248.15,248.15,248.15,248.15,248.15,248.15,2023-04-13 09:00:00
242.95,242.95,242.95,242.95,242.95,242.95,242.95,242.95,242.95,242.95,242.95,242.95,242.95,242.95,242.95,242.95,242.95,242.95,242.95,242.95,2023-04-13 10:00:00
237.15,237.15,237.15,237.15,237.15,237.15,237.15,237.15,237.15,237.15,237.15,237.15,237.15,237.15,237.15,237.15,237.15,237.15,237.15,237.15,2023-04-13 11:00:00
234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,234.8,2023-04-13 12:00:00
231.3,231.3,231.3,231.3,231.3,231.3,231.3,231.3,231.3,231.3,231.3,231.3,231.3,231.3,231.3,231.3,231.3,231.3,231.3,231.3,2023-04-13 13:00:00
219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,2023-04-13 14:00:00
215.1,215.1,215.1,215.1,215.1,215.1,215.1,215.1,215.1,215.1,215.1,215.1,215.1,215.1,215.1,215.1,215.1,215.1,215.1,215.1,2023-04-13 15:00:00
211.4,211.4,211.4,211.4,211.4,211.4,211.4,211.4,211.4,211.4,211.4,211.4,211.4,211.4,211.4,211.4,211.4,211.4,211.4,211.4,2023-04-13 16:00:00
214.1,214.1,214.1,214.1,214.1,214.1,214.1,214.1,214.1,214.1,214.1,214.1,214.1,214.1,214.1,214.1,214.1,214.1,214.1,214.1,2023-04-13 17:00:00
224.55,224.55,224.55,224.55,224.55,224.55,224.55,224.55,224.55,224.55,224.55,224.55,224.55,224.55,224.55,224.55,224.55,224.55,224.55,224.55,2023-04-13 18:00:00
241.95,241.95,241.95,241.95,241.95,241.95,241.95,241.95,241.95,241.95,241.95,241.95,241.95,241.95,241.95,241.95,241.95,241.95,241.95,241.95,2023-04-13 19:00:00
265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,265.7,2023-04-13 20:00:00
264.8,264.8,264.8,264.8,264.8,264.8,264.8,264.8,264.8,264.8,264.8,264.8,264.8,264.8,264.8,264.8,264.8,264.8,264.8,264.8,2023-04-13 21:00:00
249.4,249.4,249.4,249.4,249.4,249.4,249.4,249.4,249.4,249.4,249.4,249.4,249.4,249.4,249.4,249.4,249.4,249.4,249.4,249.4,2023-04-13 22:00:00
231.4,231.4,231.4,231.4,231.4,231.4,231.4,231.4,231.4,231.4,231.4,231.4,231.4,231.4,231.4,231.4,231.4,231.4,231.4,231.4,2023-04-13 23:00:00
206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,206.3,2023-04-14 00:00:00
188.2,188.2,188.2,188.2,188.2,188.2,188.2,188.2,188.2,188.2,188.2,188.2,188.2,188.2,188.2,188.2,188.2,188.2,188.2,188.2,2023-04-14 01:00:00
182.05,182.05,182.05,182.05,182.05,182.05,182.05,182.05,182.05,182.05,182.05,182.05,182.05,182.05,182.05,182.05,182.05,182.05,182.05,182.05,2023-04-14 02:00:00
176.5,176.5,176.5,176.5,176.5,176.5,176.5,176.5,176.5,176.5,176.5,176.5,176.5,176.5,176.5,176.5,176.5,176.5,176.5,176.5,2023-04-14 03:00:00
173.25,173.25,173.25,173.25,173.25,173.25,173.25,173.25,173.25,173.25,173.25,173.25,173.25,173.25,173.25,173.25,173.25,173.25,173.25,173.25,2023-04-14 04:00:00
171.8,171.8,171.8,171.8,171.8,171.8,171.8,171.8,171.8,171.8,171.8,171.8,171.8,171.8,171.8,171.8,171.8,171.8,171.8,171.8,2023-04-14 05:00:00
176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,2023-04-14 06:00:00
180.9,180.9,180.9,180.9,180.9,180.9,180.9,180.9,180.9,180.9,180.9,180.9,180.9,180.9,180.9,180.9,180.9,180.9,180.9,180.9,2023-04-14 07:00:00
193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,2023-04-14 08:00:00
198.5,198.5,198.5,198.5,198.5,198.5,198.5,198.5,198.5,198.5,198.5,198.5,198.5,198.5,198.5,198.5,198.5,198.5,198.5,198.5,2023-04-14 09:00:00
195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,2023-04-14 10:00:00
190.25,190.25,190.25,190.25,190.25,190.25,190.25,190.25,190.25,190.25,190.25,190.25,190.25,190.25,190.25,190.25,190.25,190.25,190.25,190.25,2023-04-14 11:00:00
195.65,195.65,195.65,195.65,195.65,195.65,195.65,195.65,195.65,195.65,195.65,195.65,195.65,195.65,195.65,195.65,195.65,195.65,195.65,195.65,2023-04-14 12:00:00
195.95,195.95,195.95,195.95,195.95,195.95,195.95,195.95,195.95,195.95,195.95,195.95,195.95,195.95,195.95,195.95,195.95,195.95,195.95,195.95,2023-04-14 13:00:00
196.35,196.35,196.35,196.35,196.35,196.35,196.35,196.35,196.35,196.35,196.35,196.35,196.35,196.35,196.35,196.35,196.35,196.35,196.35,196.35,2023-04-14 14:00:00
199.5,199.5,199.5,199.5,199.5,199.5,199.5,199.5,199.5,199.5,199.5,199.5,199.5,199.5,199.5,199.5,199.5,199.5,199.5,199.5,2023-04-14 15:00:00
199.5,199.5,199.5,199.5,199.5,199.5,199.5,199.5,199.5,199.5,199.5,199.5,199.5,199.5,199.5,199.5,199.5,199.5,199.5,199.5,2023-04-14 16:00:00
200.55,200.55,200.55,200.55,200.55,200.55,200.55,200.55,200.55,200.55,200.55,200.55,200.55,200.55,200.55,200.55,200.55,200.55,200.55,200.55,2023-04-14 17:00:00
210.65,210.65,210.65,210.65,210.65,210.65,210.65,210.65,210.65,210.65,210.65,210.65,210.65,210.65,210.65,210.65,210.65,210.65,210.65,210.65,2023-04-14 18:00:00
221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0,221.0,2023-04-14 19:00:00
230.8,230.8,230.8,230.8,230.8,230.8,230.8,230.8,230.8,230.8,230.8,230.8,230.8,230.8,230.8,230.8,230.8,230.8,230.8,230.8,2023-04-14 20:00:00
225.6,225.6,225.6,225.6,225.6,225.6,225.6,225.6,225.6,225.6,225.6,225.6,225.6,225.6,225.6,225.6,225.6,225.6,225.6,225.6,2023-04-14 21:00:00
223.05,223.05,223.05,223.05,223.05,223.05,223.05,223.05,223.05,223.05,223.05,223.05,223.05,223.05,223.05,223.05,223.05,223.05,223.05,223.05,2023-04-14 22:00:00
214.75,214.75,214.75,214.75,214.75,214.75,214.75,214.75,214.75,214.75,214.75,214.75,214.75,214.75,214.75,214.75,214.75,214.75,214.75,214.75,2023-04-14 23:00:00
200.65,200.65,200.65,200.65,200.65,200.65,200.65,200.65,200.65,200.65,200.65,200.65,200.65,200.65,200.65,200.65,200.65,200.65,200.65,200.65,2023-04-15 00:00:00
186.15,186.15,186.15,186.15,186.15,186.15,186.15,186.15,186.15,186.15,186.15,186.15,186.15,186.15,186.15,186.15,186.15,186.15,186.15,186.15,2023-04-15 01:00:00
179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,2023-04-15 02:00:00
173.65,173.65,173.65,173.65,173.65,173.65,173.65,173.65,173.65,173.65,173.65,173.65,173.65,173.65,173.65,173.65,173.65,173.65,173.65,173.65,2023-04-15 03:00:00
172.45,172.45,172.45,172.45,172.45,172.45,172.45,172.45,172.45,172.45,172.45,172.45,172.45,172.45,172.45,172.45,172.45,172.45,172.45,172.45,2023-04-15 04:00:00
176.4,176.4,176.4,176.4,176.4,176.4,176.4,176.4,176.4,176.4,176.4,176.4,176.4,176.4,176.4,176.4,176.4,176.4,176.4,176.4,2023-04-15 05:00:00
184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,2023-04-15 06:00:00
191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,2023-04-15 07:00:00
201.5,201.5,201.5,201.5,201.5,201.5,201.5,201.5,201.5,201.5,201.5,201.5,201.5,201.5,201.5,201.5,201.5,201.5,201.5,201.5,2023-04-15 08:00:00
206.2,206.2,206.2,206.2,206.2,206.2,206.2,206.2,206.2,206.2,206.2,206.2,206.2,206.2,206.2,206.2,206.2,206.2,206.2,206.2,2023-04-15 09:00:00
205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,2023-04-15 10:00:00
205.6,205.6,205.6,205.6,205.6,205.6,205.6,205.6,205.6,205.6,205.6,205.6,205.6,205.6,205.6,205.6,205.6,205.6,205.6,205.6,2023-04-15 11:00:00
207.85,207.85,207.85,207.85,207.85,207.85,207.85,207.85,207.85,207.85,207.85,207.85,207.85,207.85,207.85,207.85,207.85,207.85,207.85,207.85,2023-04-15 12:00:00
205.7,205.7,205.7,205.7,205.7,205.7,205.7,205.7,205.7,205.7,205.7,205.7,205.7,205.7,205.7,205.7,205.7,205.7,205.7,205.7,2023-04-15 13:00:00
200.85,200.85,200.85,200.85,200.85,200.85,200.85,200.85,200.85,200.85,200.85,200.85,200.85,200.85,200.85,200.85,200.85,200.85,200.85,200.85,2023-04-15 14:00:00
199.95,199.95,199.95,199.95,199.95,199.95,199.95,199.95,199.95,199.95,199.95,199.95,199.95,199.95,199.95,199.95,199.95,199.95,199.95,199.95,2023-04-15 15:00:00
200.25,200.25,200.25,200.25,200.25,200.25,200.25,200.25,200.25,200.25,200.25,200.25,200.25,200.25,200.25,200.25,200.25,200.25,200.25,200.25,2023-04-15 16:00:00
208.35,208.35,208.35,208.35,208.35,208.35,208.35,208.35,208.35,208.35,208.35,208.35,208.35,208.35,208.35,208.35,208.35,208.35,208.35,208.35,2023-04-15 17:00:00
229.1,229.1,229.1,229.1,229.1,229.1,229.1,229.1,229.1,229.1,229.1,229.1,229.1,229.1,229.1,229.1,229.1,229.1,229.1,229.1,2023-04-15 18:00:00
252.15,252.15,252.15,252.15,252.15,252.15,252.15,252.15,252.15,252.15,252.15,252.15,252.15,252.15,252.15,252.15,252.15,252.15,252.15,252.15,2023-04-15 19:00:00
276.5,276.5,276.5,276.5,276.5,276.5,276.5,276.5,276.5,276.5,276.5,276.5,276.5,276.5,276.5,276.5,276.5,276.5,276.5,276.5,2023-04-15 20:00:00
271.05,271.05,271.05,271.05,271.05,271.05,271.05,271.05,271.05,271.05,271.05,271.05,271.05,271.05,271.05,271.05,271.05,271.05,271.05,271.05,2023-04-15 21:00:00
246.7,246.7,246.7,246.7,246.7,246.7,246.7,246.7,246.7,246.7,246.7,246.7,246.7,246.7,246.7,246.7,246.7,246.7,246.7,246.7,2023-04-15 22:00:00
217.95,217.95,217.95,217.95,217.95,217.95,217.95,217.95,217.95,217.95,217.95,217.95,217.95,217.95,217.95,217.95,217.95,217.95,217.95,217.95,2023-04-15 23:00:00
204.75,204.75,204.75,204.75,204.75,204.75,204.75,204.75,204.75,204.75,204.75,204.75,204.75,204.75,204.75,204.75,204.75,204.75,204.75,204.75,2023-04-16 00:00:00
193.35,193.35,193.35,193.35,193.35,193.35,193.35,193.35,193.35,193.35,193.35,193.35,193.35,193.35,193.35,193.35,193.35,193.35,193.35,193.35,2023-04-16 01:00:00
185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,185.5,2023-04-16 02:00:00
175.35,175.35,175.35,175.35,175.35,175.35,175.35,175.35,175.35,175.35,175.35,175.35,175.35,175.35,175.35,175.35,175.35,175.35,175.35,175.35,2023-04-16 03:00:00
169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,169.4,2023-04-16 04:00:00
167.85,167.85,167.85,167.85,167.85,167.85,167.85,167.85,167.85,167.85,167.85,167.85,167.85,167.85,167.85,167.85,167.85,167.85,167.85,167.85,2023-04-16 05:00:00
167.15,167.15,167.15,167.15,167.15,167.15,167.15,167.15,167.15,167.15,167.15,167.15,167.15,167.15,167.15,167.15,167.15,167.15,167.15,167.15,2023-04-16 06:00:00
