iteration,accuracy,precision,recall,f1,roc_auc,timestamp,strategy_type,split_type,initial_size,batch_size,iterations,iteration_id
1,0.7309007981755986,0.7310742459879691,0.7309444560016642,0.7308724552953781,0.8086592469315582,20250813_113407,entropy,random,10,5,10,1
2,0.7605473204104903,0.76656637713824,0.7608019554815894,0.7593052433477965,0.8622763677969628,20250813_113407,entropy,random,10,5,10,2
3,0.8209806157354618,0.8216928432220613,0.8210604327023091,0.8209051710121552,0.9077413147493238,20250813_113407,entropy,random,10,5,10,3
4,0.8164196123147093,0.8243690271992159,0.8166866028708134,0.8153739737150763,0.9129394632827128,20250813_113407,entropy,random,10,5,10,4
5,0.8380843785632839,0.839427393256081,0.838191699604743,0.8379526977087952,0.9223346161847306,20250813_113407,entropy,random,10,5,10,5
6,0.8152793614595211,0.8181512992939646,0.815441023507385,0.8149133411845629,0.9162991470771791,20250813_113407,entropy,random,10,5,10,6
7,0.8346636259977195,0.8388246871480745,0.8348528188059081,0.8342075036537842,0.9329857499479925,20250813_113407,entropy,random,10,5,10,7
8,0.8403648802736602,0.8404876373626373,0.8403318077803204,0.8403397623951896,0.93154514250052,20250813_113407,entropy,random,10,5,10,8
9,0.8540478905359179,0.8544920654754466,0.8541085916371958,0.8540158135663753,0.9398611400041607,20250813_113407,entropy,random,10,5,10,9
10,0.8403648802736602,0.8426203085424822,0.8405034324942793,0.8401385344513306,0.9364364468483463,20250813_113407,entropy,random,10,5,10,10
1,0.7309007981755986,0.7310742459879691,0.7309444560016642,0.7308724552953781,0.8086592469315582,20250813_113407,uncertainty,random,10,5,10,1
2,0.7605473204104903,0.76656637713824,0.7608019554815894,0.7593052433477965,0.8622763677969628,20250813_113407,uncertainty,random,10,5,10,2
3,0.8209806157354618,0.8216928432220613,0.8210604327023091,0.8209051710121552,0.9077413147493238,20250813_113407,uncertainty,random,10,5,10,3
4,0.8164196123147093,0.8243690271992159,0.8166866028708134,0.8153739737150763,0.9129394632827128,20250813_113407,uncertainty,random,10,5,10,4
5,0.8380843785632839,0.839427393256081,0.838191699604743,0.8379526977087952,0.9223346161847306,20250813_113407,uncertainty,random,10,5,10,5
6,0.8152793614595211,0.8181512992939646,0.815441023507385,0.8149133411845629,0.9162991470771791,20250813_113407,uncertainty,random,10,5,10,6
7,0.8346636259977195,0.8388246871480745,0.8348528188059081,0.8342075036537842,0.9329857499479925,20250813_113407,uncertainty,random,10,5,10,7
8,0.8403648802736602,0.8404876373626373,0.8403318077803204,0.8403397623951896,0.93154514250052,20250813_113407,uncertainty,random,10,5,10,8
9,0.8540478905359179,0.8544920654754466,0.8541085916371958,0.8540158135663753,0.9398611400041607,20250813_113407,uncertainty,random,10,5,10,9
10,0.8403648802736602,0.8426203085424822,0.8405034324942793,0.8401385344513306,0.9364364468483463,20250813_113407,uncertainty,random,10,5,10,10
1,0.7309007981755986,0.7310742459879691,0.7309444560016642,0.7308724552953781,0.8086592469315582,20250813_113407,margin,random,10,5,10,1
2,0.7605473204104903,0.76656637713824,0.7608019554815894,0.7593052433477965,0.8622763677969628,20250813_113407,margin,random,10,5,10,2
3,0.8209806157354618,0.8216928432220613,0.8210604327023091,0.8209051710121552,0.9077413147493238,20250813_113407,margin,random,10,5,10,3
4,0.8164196123147093,0.8243690271992159,0.8166866028708134,0.8153739737150763,0.9129394632827128,20250813_113407,margin,random,10,5,10,4
5,0.8380843785632839,0.839427393256081,0.838191699604743,0.8379526977087952,0.9223346161847306,20250813_113407,margin,random,10,5,10,5
6,0.8152793614595211,0.8181512992939646,0.815441023507385,0.8149133411845629,0.9162991470771791,20250813_113407,margin,random,10,5,10,6
7,0.8346636259977195,0.8388246871480745,0.8348528188059081,0.8342075036537842,0.9329857499479925,20250813_113407,margin,random,10,5,10,7
8,0.8403648802736602,0.8404876373626373,0.8403318077803204,0.8403397623951896,0.93154514250052,20250813_113407,margin,random,10,5,10,8
9,0.8540478905359179,0.8544920654754466,0.8541085916371958,0.8540158135663753,0.9398611400041607,20250813_113407,margin,random,10,5,10,9
10,0.8403648802736602,0.8426203085424822,0.8405034324942793,0.8401385344513306,0.9364364468483463,20250813_113407,margin,random,10,5,10,10
1,0.7309007981755986,0.7310742459879691,0.7309444560016642,0.7308724552953781,0.8086592469315582,20250813_113407,random,random,10,5,10,1
2,0.7480045610034207,0.7484685585698212,0.7480757229040982,0.7479206578979883,0.829301019346786,20250813_113407,random,random,10,5,10,2
3,0.758266818700114,0.7635191016954543,0.7585058248387768,0.7571677846738971,0.8504030580403578,20250813_113407,random,random,10,5,10,3
4,0.7810718358038768,0.7917196834091742,0.7813969211566465,0.7791882166573998,0.8634439359267735,20250813_113407,random,random,10,5,10,4
5,0.8015963511972634,0.8036103028907542,0.8017344497607655,0.8013150356752252,0.8802865612648221,20250813_113407,random,random,10,5,10,5
6,0.7468643101482326,0.7470469163041442,0.7469081547742875,0.7468376486253134,0.8456833784064904,20250813_113407,random,random,10,5,10,6
7,0.7924743443557583,0.7963613352317671,0.7922768878718536,0.791713644430525,0.8743239026419805,20250813_113407,random,random,10,5,10,7
8,0.7913340935005702,0.7915222302030959,0.7912887455793635,0.791280904838263,0.8781672560848763,20250813_113407,random,random,10,5,10,8
9,0.7913340935005702,0.7914013898424983,0.7913589556896192,0.7913297525851208,0.8715779072186395,20250813_113407,random,random,10,5,10,9
10,0.8209806157354618,0.8226261073285014,0.8208576034949033,0.8207111447928508,0.8970797794882462,20250813_113407,random,random,10,5,10,10
1,0.6533637400228051,0.74673364075538,0.6638261421980609,0.6255547690475387,0.8740093312921132,20250813_113407,entropy,sequential,10,5,10,1
2,0.887115165336374,0.8899305007107882,0.8856422032680351,0.8865107779664407,0.9474776351006551,20250813_113407,entropy,sequential,10,5,10,2
3,0.6864310148232611,0.7399042477989847,0.6943923725018486,0.6732723432675882,0.8583929557076057,20250813_113407,entropy,sequential,10,5,10,3
4,0.7457240592930444,0.7646389822107176,0.7502082877703835,0.7431378343413648,0.911290238593641,20250813_113407,entropy,sequential,10,5,10,4
5,0.8574686431014823,0.8596386492741426,0.8560393039022713,0.8567527130415467,0.9171899896897553,20250813_113407,entropy,sequential,10,5,10,5
6,0.8802736602052451,0.880204751484839,0.8800028118849001,0.8800934407850276,0.9503051415836119,20250813_113407,entropy,sequential,10,5,10,6
7,0.8722919042189282,0.872523899974952,0.8717285802064132,0.8720121754177481,0.937063246581477,20250813_113407,entropy,sequential,10,5,10,7
8,0.8517673888255416,0.8530400268453561,0.8506134074837796,0.8511820849388594,0.9195332271065704,20250813_113407,entropy,sequential,10,5,10,8
9,0.8643101482326112,0.873103374167204,0.8615979837743827,0.8627331831280836,0.9304501098717989,20250813_113407,entropy,sequential,10,5,10,9
10,0.855188141391106,0.8647749574068883,0.8523031420210163,0.8533570323557487,0.9433769696212286,20250813_113407,entropy,sequential,10,5,10,10
1,0.6533637400228051,0.74673364075538,0.6638261421980609,0.6255547690475387,0.8740093312921132,20250813_113407,uncertainty,sequential,10,5,10,1
2,0.887115165336374,0.8899305007107882,0.8856422032680351,0.8865107779664407,0.9474776351006551,20250813_113407,uncertainty,sequential,10,5,10,2
3,0.6864310148232611,0.7399042477989847,0.6943923725018486,0.6732723432675882,0.8583929557076057,20250813_113407,uncertainty,sequential,10,5,10,3
