iteration,accuracy,precision,recall,f1,roc_auc
1,0.701824401368301,0.7114620701723686,0.7043871975019516,0.6999399776592595,0.7987542284673432
2,0.7320410490307868,0.7376427594966686,0.7297918293000261,0.729059441409819,0.8189376788966953
