timestamp,strategy_type,split_type,iterations,test_size,initial_size,batch_size,total_labeled_samples,accuracy_final,accuracy_mean,accuracy_std,precision_mean,recall_mean,f1_mean,roc_auc_mean,duration_sec
20250804_111851,uncertainty,random,20,0.1,50,10,250,0.8757126567844926,0.8632839224629419,0.018491409833623795,0.8654261063375401,0.8631649157478677,0.8630569922577276,0.9367734553775744,3.971578000000001
20250804_111851,entropy,random,20,0.1,50,10,250,0.8757126567844926,0.8632839224629419,0.018491409833623795,0.8654261063375401,0.8631649157478677,0.8630569922577276,0.9367734553775744,2.8172172999999994
20250804_111851,margin,random,20,0.1,50,10,250,0.8757126567844926,0.8632839224629419,0.018491409833623795,0.8654261063375401,0.8631649157478677,0.8630569922577276,0.9367734553775744,2.7669840000000008
20250804_111851,random,random,20,0.1,50,10,250,0.8620296465222349,0.8429874572405929,0.019182327317884024,0.8434830554298689,0.8430148741418766,0.8429309334962405,0.9201607031412522,2.0136214999999993
20250804_111851,uncertainty,sequential,20,0.1,50,10,250,0.9076396807297605,0.8859179019384266,0.020193952098865927,0.8933914940103037,0.8838401235146478,0.8847220348099226,0.9588290582268462,2.5513784999999984
20250804_111851,entropy,sequential,20,0.1,50,10,250,0.9076396807297605,0.8859179019384266,0.020193952098865927,0.8933914940103037,0.8838401235146478,0.8847220348099226,0.9588290582268462,2.6084460999999948
20250804_111851,margin,sequential,20,0.1,50,10,250,0.9076396807297605,0.8859179019384266,0.020193952098865927,0.8933914940103037,0.8838401235146478,0.8847220348099226,0.9588290582268462,2.524019800000005
20250804_111851,random,sequential,20,0.1,50,10,250,0.8608893956670467,0.8307297605473204,0.015764663961167186,0.8547459139146077,0.826141416981702,0.8261966012884449,0.9314332281480093,1.9988665999999995
20250804_111851,uncertainty,random,40,0.1,50,10,450,0.9030786773090079,0.8782212086659065,0.021529615051553996,0.8798405333995138,0.8781191491574786,0.878062976689695,0.9452353988974412,7.4450728999999995
20250804_111851,entropy,random,40,0.1,50,10,450,0.9030786773090079,0.8782212086659065,0.021529615051553996,0.8798405333995138,0.8781191491574786,0.878062976689695,0.9452353988974412,7.495686300000003
20250804_111851,margin,random,40,0.1,50,10,450,0.9030786773090079,0.8782212086659065,0.021529615051553996,0.8798405333995138,0.8781191491574786,0.878062976689695,0.9452353988974412,7.577044999999998
