iteration,accuracy,precision,recall,f1,roc_auc
1,0.701824401368301,0.7114620701723686,0.7043871975019516,0.6999399776592595,0.7987542284673432
2,0.636259977194983,0.6788445185766614,0.6422937809003383,0.6189345646725509,0.727613192818111
