timestamp,strategy_type,split_type,iterations,test_size,initial_size,batch_size,total_labeled_samples,accuracy_final,accuracy_mean,accuracy_std,precision_mean,recall_mean,f1_mean,roc_auc_mean,duration_sec
2025-07-08_17-44-37,uncertainty,random,4,0.1,100,50,300,0.009122006841505131,0.004561003420752566,0.004031395559786474,0.3333333333333333,0.0030329034047569515,0.0059893754012764235,0.36844965675057206,749.05
2025-07-08_17-44-37,random,random,4,0.1,100,50,300,0.0,0.0,0.0,0.0,0.0,0.0,0.2727220719783649,749.05
2025-07-08_17-44-37,entropy,random,4,0.1,100,50,300,0.010262257696693273,0.005416191562143672,0.003980684162990007,0.5,0.003611486720754455,0.007161966563825257,0.3675375754108592,749.05
2025-07-08_17-44-37,margin,random,4,0.1,100,50,300,0.014823261117445839,0.006556442417331813,0.006212797810063673,0.41666666666666663,0.004374263227238055,0.00863284732170811,0.3655697420428542,749.05
2025-07-08_17-44-37,uncertainty,sequential,4,0.1,100,50,300,0.011402508551881414,0.004561003420752566,0.004837674671743769,0.3333333333333333,0.0031251844214633603,0.0061518634532653224,0.3647203476322887,749.05
2025-07-08_17-44-37,random,sequential,4,0.1,100,50,300,0.0,0.0,0.0,0.0,0.0,0.0,0.27065043063496524,749.05
2025-07-08_17-44-37,entropy,sequential,4,0.1,100,50,300,0.01596351197263398,0.00798175598631699,0.005701254275940707,0.25750360750360746,0.005435442941301035,0.010611070328026277,0.30381179637787564,749.05
2025-07-08_17-44-37,margin,sequential,4,0.1,100,50,300,0.026225769669327253,0.009692132269099202,0.010832383124287342,0.15625,0.006240822320117474,0.011953717504384627,0.26679059789004483,749.05
