timestamp,strategy_type,split_type,iterations,test_size,initial_size,batch_size,total_labeled_samples,accuracy_final,accuracy_mean,accuracy_std,precision_mean,recall_mean,f1_mean,roc_auc_mean,duration_sec
20250813_113407,entropy,sequential,20,0.1,10,10,210,0.8620296465222349,0.8351767388825542,0.05970220526867859,0.8516030739186087,0.8345084668978661,0.8317336970089958,0.9310499786505035,2.5531237000000147
20250813_113407,uncertainty,sequential,20,0.1,10,10,210,0.8620296465222349,0.8351767388825542,0.05970220526867859,0.8516030739186087,0.8345084668978661,0.8317336970089958,0.9310499786505035,2.591444700000011
20250813_113407,margin,sequential,20,0.1,10,10,210,0.8620296465222349,0.8351767388825542,0.05970220526867859,0.8516030739186087,0.8345084668978661,0.8317336970089958,0.9310499786505035,2.7219862000000035
20250813_113407,random,sequential,20,0.1,10,10,210,0.8688711516533637,0.8136830102622576,0.067908998806707,0.8326436789221312,0.8115289884504431,0.8099859205557489,0.911830354818217,1.948387500000024
20250813_113407,entropy,random,10,0.1,20,5,70,0.8517673888255416,0.8168757126567845,0.028010280244550517,0.8200917551042117,0.8169827855211151,0.8163944621602118,0.9055460786353235,1.1164686000000188
20250813_113407,uncertainty,random,10,0.1,20,5,70,0.8517673888255416,0.8168757126567845,0.028010280244550517,0.8200917551042117,0.8169827855211151,0.8163944621602118,0.9055460786353235,1.1228075000000217
20250813_113407,margin,random,10,0.1,20,5,70,0.8517673888255416,0.8168757126567845,0.028010280244550517,0.8200917551042117,0.8169827855211151,0.8163944621602118,0.9055460786353235,1.1264919999999847
20250813_113407,random,random,10,0.1,20,5,70,0.8403648802736602,0.8055872291904219,0.047424704071487835,0.80843559656652,0.8055931454129395,0.8051150552624788,0.8988126690243394,0.8377734000000032
20250813_113407,entropy,sequential,10,0.1,20,5,70,0.8848346636259977,0.8376282782212087,0.025076187753522963,0.8590728808431811,0.8335671363555889,0.8336336909562474,0.9402024036408703,1.0380621999999562
20250813_113407,uncertainty,sequential,10,0.1,20,5,70,0.8848346636259977,0.8376282782212087,0.025076187753522963,0.8590728808431811,0.8335671363555889,0.8336336909562474,0.9402024036408703,1.0427564999999959
20250813_113407,margin,sequential,10,0.1,20,5,70,0.8848346636259977,0.8376282782212087,0.025076187753522963,0.8590728808431811,0.8335671363555889,0.8336336909562474,0.9402024036408703,1.0362006000000292
20250813_113407,random,sequential,10,0.1,20,5,70,0.9030786773090079,0.8511972633979475,0.04211602626559311,0.8633473494112234,0.8486341529457098,0.8488310592118704,0.9418838066672915,0.8069610000000011
20250813_113407,entropy,random,20,0.1,20,5,120,0.8745724059293044,0.8445838084378563,0.03481613662102312,0.8467867042529497,0.8446814541293947,0.8442984345865934,0.9245776991886834,2.7570999000000143
20250813_113407,uncertainty,random,20,0.1,20,5,120,0.8745724059293044,0.8445838084378563,0.03481613662102312,0.8467867042529497,0.8446814541293947,0.8442984345865934,0.9245776991886834,3.4242510000000266
20250813_113407,margin,random,20,0.1,20,5,120,0.8745724059293044,0.8445838084378563,0.03481613662102312,0.8467867042529497,0.8446814541293947,0.8442984345865934,0.9245776991886834,2.8392959000000246
20250813_113407,random,random,20,0.1,20,5,120,0.8540478905359179,0.8293614595210945,0.041738905527383456,0.8310656796174403,0.8293916423965051,0.829103510231635,0.9134166319950074,2.1922313999999687
20250813_113407,entropy,sequential,20,0.1,20,5,120,0.8905359179019384,0.8607183580387685,0.029579072029303596,0.8745802193144991,0.8576445517126462,0.858207806293214,0.9482153643473824,2.8335344999999847
20250813_113407,uncertainty,sequential,20,0.1,20,5,120,0.8905359179019384,0.8607183580387685,0.029579072029303596,0.8745802193144991,0.8576445517126462,0.858207806293214,0.9482153643473824,2.722623100000021
20250813_113407,margin,sequential,20,0.1,20,5,120,0.8905359179019384,0.8607183580387685,0.029579072029303596,0.8745802193144991,0.8576445517126462,0.858207806293214,0.9482153643473824,2.7747548000000393
20250813_113407,random,sequential,20,0.1,20,5,120,0.887115165336374,0.8689281641961232,0.035132820124224286,0.8795753566685711,0.8663690755147311,0.8671017247881819,0.9517587298611762,1.9017208999999866
20250813_113407,entropy,random,10,0.1,20,10,120,0.8677309007981756,0.8290763968072976,0.03041051382259318,0.8325131888950145,0.829199604743083,0.8286380916189862,0.9146895152902017,1.489378199999976
20250813_113407,uncertainty,random,10,0.1,20,10,120,0.8677309007981756,0.8290763968072976,0.03041051382259318,0.8325131888950145,0.829199604743083,0.8286380916189862,0.9146895152902017,1.3647850000000403
20250813_113407,margin,random,10,0.1,20,10,120,0.8677309007981756,0.8290763968072976,0.03041051382259318,0.8325131888950145,0.829199604743083,0.8286380916189862,0.9146895152902017,1.4174002000000314
20250813_113407,random,random,10,0.1,20,10,120,0.8563283922462942,0.8310148232611174,0.038787975537300526,0.8319624437265555,0.831001924277096,0.8308180118807666,0.9140901289785729,1.041936000000021
20250813_113407,entropy,sequential,10,0.1,20,10,120,0.8745724059293044,0.8726339794754846,0.025090960330310313,0.8780410913747682,0.8712357192697431,0.8715659562018911,0.9567240499474075,1.1073124999999777
20250813_113407,uncertainty,sequential,10,0.1,20,10,120,0.8745724059293044,0.8726339794754846,0.025090960330310313,0.8780410913747682,0.8712357192697431,0.8715659562018911,0.9567240499474075,1.0926551000000018
20250813_113407,margin,sequential,10,0.1,20,10,120,0.8745724059293044,0.8726339794754846,0.025090960330310313,0.8780410913747682,0.8712357192697431,0.8715659562018911,0.9567240499474075,1.0940372000000025
20250813_113407,random,sequential,10,0.1,20,10,120,0.8905359179019384,0.8757126567844926,0.009901160021022759,0.8800127181993795,0.8740801491340436,0.874867294361448,0.946757480134554,0.8701387000000409
20250813_113407,entropy,random,20,0.1,20,10,220,0.8973774230330672,0.8580957810718358,0.036903413450961264,0.8608129113150417,0.858218743499064,0.857813535027274,0.9332707509881424,3.1612111000000027
20250813_113407,uncertainty,random,20,0.1,20,10,220,0.8973774230330672,0.8580957810718358,0.036903413450961264,0.8608129113150417,0.858218743499064,0.857813535027274,0.9332707509881424,2.8090483999999947
20250813_113407,margin,random,20,0.1,20,10,220,0.8973774230330672,0.8580957810718358,0.036903413450961264,0.8608129113150417,0.858218743499064,0.857813535027274,0.9332707509881424,3.193861200000015
20250813_113407,random,random,20,0.1,20,10,220,0.863169897377423,0.8456100342075257,0.03144984669255129,0.8462024748856137,0.8455930153942166,0.8454968242463131,0.9265764770126899,2.368533100000036
20250813_113407,entropy,sequential,20,0.1,20,10,220,0.8825541619156214,0.8742303306727479,0.018061731913660183,0.8769436098464899,0.8734151904270939,0.8736032786987209,0.9566353974651378,2.604121599999985
20250813_113407,uncertainty,sequential,20,0.1,20,10,220,0.8825541619156214,0.8742303306727479,0.018061731913660183,0.8769436098464899,0.8734151904270939,0.8736032786987209,0.9566353974651378,2.6590463999999656
20250813_113407,margin,sequential,20,0.1,20,10,220,0.8825541619156214,0.8742303306727479,0.018061731913660183,0.8769436098464899,0.8734151904270939,0.8736032786987209,0.9566353974651378,2.8069836999999893
20250813_113407,random,sequential,20,0.1,20,10,220,0.863169897377423,0.8704104903078675,0.01066165037155777,0.8744004989377338,0.8687370471042792,0.8695589753719926,0.9440526030764105,2.1209471000000235
